,puntos_turisticos,viajeros_y_pernoctaciones,residencia,periodo,total
59575,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2018M09,
59576,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2018M08,
59577,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2018M07,
59578,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2018M06,
59579,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2018M05,
59580,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2018M04,
59581,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2018M03,
59582,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2018M02,
59583,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2018M01,
59584,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2017M12,
59585,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2017M11,
59586,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2017M10,
59587,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2017M09,
59588,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2017M08,
59589,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2017M07,
59590,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2017M06,
59591,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2017M05,
59592,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2017M04,
59593,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2017M03,
59594,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2017M02,
59595,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2017M01,
59596,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2016M12,
59597,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2016M11,
59598,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2016M10,
59605,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2016M03,
59606,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2016M02,
59607,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2016M01,
59608,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2015M12,
59609,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2015M11,
59617,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2015M03,
59618,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2015M02,
59619,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2015M01,
59620,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2014M12,
59621,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2014M11,
59629,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2014M03,
59630,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2014M02,
59631,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2014M01,
59632,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2013M12,
59633,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2013M11,
59644,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2012M12,
59645,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2012M11,
59646,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2012M10,
59647,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2012M09,
59650,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2012M06,
59651,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2012M05,
59652,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2012M04,
59653,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2012M03,
59654,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2012M02,
59655,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2012M01,
59656,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2011M12,
59657,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2011M11,
59658,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2011M10,
59659,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2011M09,
59660,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2011M08,
59661,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2011M07,
59662,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2011M06,
59663,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2011M05,
59664,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2011M04,
59665,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2011M03,
59666,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2011M02,
59667,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2011M01,
59668,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2010M12,
59669,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2010M11,
59670,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2010M10,
59671,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2010M09,
59672,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2010M08,
59673,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2010M07,
59674,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2010M06,
59675,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2010M05,
59676,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2010M04,
59677,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2010M03,
59678,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2010M02,
59679,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2010M01,
59680,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2009M12,
59681,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2009M11,
59682,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2009M10,
59689,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2009M03,
59690,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2009M02,
59691,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2009M01,
59692,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2008M12,
59693,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2008M11,
59702,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2008M02,
59703,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2008M01,
59717,33076 Villaviciosa,Viajero,Residentes en el Extranjero,2006M11,
59740,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2022M02,
59741,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2022M01,
59742,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2021M12,
59743,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2021M11,
59750,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2021M04,
59751,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2021M03,
59752,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2021M02,
59753,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2021M01,
59754,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2020M12,
59755,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2020M11,
59756,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2020M10,
59757,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2020M09,
59763,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2020M03,
59764,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2020M02,
59765,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2020M01,
59766,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2019M12,
59767,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2019M11,
59775,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2019M03,
59776,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2019M02,
59777,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2019M01,
59778,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2018M12,
59779,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2018M11,
59780,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2018M10,
59781,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2018M09,
59782,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2018M08,
59783,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2018M07,
59784,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2018M06,
59785,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2018M05,
59786,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2018M04,
59787,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2018M03,
59788,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2018M02,
59789,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2018M01,
59790,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2017M12,
59791,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2017M11,
59792,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2017M10,
59793,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2017M09,
59794,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2017M08,
59795,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2017M07,
59796,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2017M06,
59797,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2017M05,
59798,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2017M04,
59799,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2017M03,
59800,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2017M02,
59801,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2017M01,
59802,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2016M12,
59803,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2016M11,
59804,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2016M10,
59811,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2016M03,
59812,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2016M02,
59813,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2016M01,
59814,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2015M12,
59815,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2015M11,
59823,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2015M03,
59824,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2015M02,
59825,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2015M01,
59826,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2014M12,
59827,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2014M11,
59835,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2014M03,
59836,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2014M02,
59837,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2014M01,
59838,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2013M12,
59839,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2013M11,
59850,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2012M12,
59851,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2012M11,
59852,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2012M10,
59853,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2012M09,
59856,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2012M06,
59857,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2012M05,
59858,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2012M04,
59859,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2012M03,
59860,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2012M02,
59861,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2012M01,
59862,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2011M12,
59863,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2011M11,
59864,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2011M10,
59865,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2011M09,
59866,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2011M08,
59867,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2011M07,
59868,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2011M06,
59869,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2011M05,
59870,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2011M04,
59871,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2011M03,
59872,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2011M02,
59873,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2011M01,
59874,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2010M12,
59875,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2010M11,
59876,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2010M10,
59877,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2010M09,
59878,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2010M08,
59879,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2010M07,
59880,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2010M06,
59881,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2010M05,
59882,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2010M04,
59883,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2010M03,
59884,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2010M02,
59885,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2010M01,
59886,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2009M12,
59887,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2009M11,
59888,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2009M10,
59895,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2009M03,
59896,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2009M02,
59897,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2009M01,
59898,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2008M12,
59899,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2008M11,
59908,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2008M02,
59909,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2008M01,
59923,33076 Villaviciosa,Pernoctaciones,Residentes en Espa̱a,2006M11,
59946,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2022M02,
59947,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2022M01,
59948,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2021M12,
59949,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2021M11,
59956,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2021M04,
59957,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2021M03,
59958,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2021M02,
59959,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2021M01,
59960,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2020M12,
59961,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2020M11,
59962,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2020M10,
59963,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2020M09,
59969,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2020M03,
59970,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2020M02,
59971,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2020M01,
59972,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2019M12,
59973,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2019M11,
59981,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2019M03,
59982,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2019M02,
59983,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2019M01,
59984,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2018M12,
59985,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2018M11,
59986,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2018M10,
59987,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2018M09,
59988,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2018M08,
59989,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2018M07,
59990,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2018M06,
59991,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2018M05,
59992,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2018M04,
59993,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2018M03,
59994,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2018M02,
59995,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2018M01,
59996,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2017M12,
59997,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2017M11,
59998,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2017M10,
59999,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2017M09,
60000,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2017M08,
60001,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2017M07,
60002,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2017M06,
60003,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2017M05,
60004,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2017M04,
60005,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2017M03,
60006,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2017M02,
60007,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2017M01,
60008,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2016M12,
60009,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2016M11,
60010,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2016M10,
60017,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2016M03,
60018,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2016M02,
60019,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2016M01,
60020,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2015M12,
60021,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2015M11,
60029,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2015M03,
60030,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2015M02,
60031,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2015M01,
60032,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2014M12,
60033,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2014M11,
60041,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2014M03,
60042,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2014M02,
60043,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2014M01,
60044,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2013M12,
60045,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2013M11,
60056,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2012M12,
60057,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2012M11,
60058,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2012M10,
60059,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2012M09,
60062,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2012M06,
60063,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2012M05,
60064,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2012M04,
60065,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2012M03,
60066,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2012M02,
60067,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2012M01,
60068,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2011M12,
60069,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2011M11,
60070,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2011M10,
60071,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2011M09,
60072,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2011M08,
60073,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2011M07,
60074,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2011M06,
60075,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2011M05,
60076,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2011M04,
60077,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2011M03,
60078,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2011M02,
60079,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2011M01,
60080,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2010M12,
60081,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2010M11,
60082,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2010M10,
60083,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2010M09,
60084,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2010M08,
60085,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2010M07,
60086,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2010M06,
60087,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2010M05,
60088,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2010M04,
60089,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2010M03,
60090,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2010M02,
60091,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2010M01,
60092,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2009M12,
60093,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2009M11,
60094,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2009M10,
60101,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2009M03,
60102,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2009M02,
60103,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2009M01,
60104,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2008M12,
60105,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2008M11,
60114,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2008M02,
60115,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2008M01,
60129,33076 Villaviciosa,Pernoctaciones,Residentes en el Extranjero,2006M11,
60159,34120 Palencia,Viajero,Residentes en Espa̱a,2021M07,
60161,34120 Palencia,Viajero,Residentes en Espa̱a,2021M05,
60162,34120 Palencia,Viajero,Residentes en Espa̱a,2021M04,
60163,34120 Palencia,Viajero,Residentes en Espa̱a,2021M03,
60164,34120 Palencia,Viajero,Residentes en Espa̱a,2021M02,
60165,34120 Palencia,Viajero,Residentes en Espa̱a,2021M01,
60166,34120 Palencia,Viajero,Residentes en Espa̱a,2020M12,
60167,34120 Palencia,Viajero,Residentes en Espa̱a,2020M11,
60168,34120 Palencia,Viajero,Residentes en Espa̱a,2020M10,
60169,34120 Palencia,Viajero,Residentes en Espa̱a,2020M09,
60170,34120 Palencia,Viajero,Residentes en Espa̱a,2020M08,
60171,34120 Palencia,Viajero,Residentes en Espa̱a,2020M07,
60175,34120 Palencia,Viajero,Residentes en Espa̱a,2020M03,
60190,34120 Palencia,Viajero,Residentes en Espa̱a,2018M12,
60191,34120 Palencia,Viajero,Residentes en Espa̱a,2018M11,
60192,34120 Palencia,Viajero,Residentes en Espa̱a,2018M10,
60193,34120 Palencia,Viajero,Residentes en Espa̱a,2018M09,
60194,34120 Palencia,Viajero,Residentes en Espa̱a,2018M08,
60195,34120 Palencia,Viajero,Residentes en Espa̱a,2018M07,
60196,34120 Palencia,Viajero,Residentes en Espa̱a,2018M06,
60197,34120 Palencia,Viajero,Residentes en Espa̱a,2018M05,
60198,34120 Palencia,Viajero,Residentes en Espa̱a,2018M04,
60199,34120 Palencia,Viajero,Residentes en Espa̱a,2018M03,
60200,34120 Palencia,Viajero,Residentes en Espa̱a,2018M02,
60201,34120 Palencia,Viajero,Residentes en Espa̱a,2018M01,
60202,34120 Palencia,Viajero,Residentes en Espa̱a,2017M12,
60203,34120 Palencia,Viajero,Residentes en Espa̱a,2017M11,
60204,34120 Palencia,Viajero,Residentes en Espa̱a,2017M10,
60205,34120 Palencia,Viajero,Residentes en Espa̱a,2017M09,
60206,34120 Palencia,Viajero,Residentes en Espa̱a,2017M08,
60207,34120 Palencia,Viajero,Residentes en Espa̱a,2017M07,
60208,34120 Palencia,Viajero,Residentes en Espa̱a,2017M06,
60213,34120 Palencia,Viajero,Residentes en Espa̱a,2017M01,
60214,34120 Palencia,Viajero,Residentes en Espa̱a,2016M12,
60215,34120 Palencia,Viajero,Residentes en Espa̱a,2016M11,
60216,34120 Palencia,Viajero,Residentes en Espa̱a,2016M10,
60217,34120 Palencia,Viajero,Residentes en Espa̱a,2016M09,
60218,34120 Palencia,Viajero,Residentes en Espa̱a,2016M08,
60219,34120 Palencia,Viajero,Residentes en Espa̱a,2016M07,
60224,34120 Palencia,Viajero,Residentes en Espa̱a,2016M02,
60225,34120 Palencia,Viajero,Residentes en Espa̱a,2016M01,
60226,34120 Palencia,Viajero,Residentes en Espa̱a,2015M12,
60227,34120 Palencia,Viajero,Residentes en Espa̱a,2015M11,
60228,34120 Palencia,Viajero,Residentes en Espa̱a,2015M10,
60229,34120 Palencia,Viajero,Residentes en Espa̱a,2015M09,
60230,34120 Palencia,Viajero,Residentes en Espa̱a,2015M08,
60231,34120 Palencia,Viajero,Residentes en Espa̱a,2015M07,
60232,34120 Palencia,Viajero,Residentes en Espa̱a,2015M06,
60233,34120 Palencia,Viajero,Residentes en Espa̱a,2015M05,
60234,34120 Palencia,Viajero,Residentes en Espa̱a,2015M04,
60235,34120 Palencia,Viajero,Residentes en Espa̱a,2015M03,
